,Unnamed: 0,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make and Model,Total_passengers,Fatality_Pecentage,Serious_Inj_Percentage,Minor/NonInj_Percentage
60364,66639,Incident,2009-06-26,"Cleveland, OH",United States,Non-Fatal,,Airplane,Bombardier,Dhc8202,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,66.0,VMC,,"The local controller did not visually scan the runways and ensure that the E145 had crossed runway 24L prior to issuing a takeoff clearance to the DH8, did not ensure separation between the two airplanes, and did not cancel takeoff clearance for the DH8 in a timely manner.",2009,Bombardier-Dhc8202,66.0,0.0,0.0,100.0
60377,66655,Accident,2009-06-29,"Quinton, VA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,,A loss of directional control on landing for undetermined reasons.,2009,Boeing-A75N1Pt17,1.0,0.0,0.0,100.0
60421,66700,Accident,2009-07-05,"Gig Harbor, WA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,The pilot's inadequate compensation for the crosswind and failure to maintain directional control.,2009,Boeing-A75N1,2.0,0.0,0.0,100.0
60469,66757,Accident,2009-07-13,"Charleston, WV",United States,Non-Fatal,Substantial,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,131.0,UNK,,Fuselage skin failure due to preexisting fatigue at a chemically milled step.,2009,Boeing-737,131.0,0.0,0.0,100.0
60495,66789,Incident,2009-07-17,"Stansted, United Kingdom",United Kingdom,Non-Fatal,,,Boeing,737,No,,,SCHD,0.0,0.0,1.0,2.0,UNK,,,2009,Boeing-737,3.0,0.0,0.0,100.0
60509,66810,Incident,2009-07-20,"Keflavik, Iceland",Iceland,Non-Fatal,Minor,Airplane,Boeing,767,No,2.0,,SCHD,0.0,0.0,0.0,2.0,VMC,,,2009,Boeing-767,2.0,0.0,0.0,100.0
60583,66895,Accident,2009-08-01,"Livermore Falls, ME",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,A loss of engine power for undetermined reasons.,2009,Boeing-A75N1,2.0,0.0,0.0,100.0
60595,66912,Incident,2009-08-03,"Bavaro, Las Americas",Dominican Republic,Non-Fatal,,Airplane,Boeing,767224,No,2.0,Turbo Jet,SCHD,0.0,33.0,0.0,146.0,VMC,,"The flight crew's inadvertent flight through the top of a convective updraft that resulted in an encounter with convective induced turbulence. Contributing to the severity of the incident was the unrestrained status of several passengers, contrary to the lighted seat belt sign.",2009,Boeing-767224,179.0,0.0,18.435754189944134,81.56424581005588
60596,66913,Accident,2009-08-04,"Happy Jack, AZ",United States,Fatal,Substantial,Airplane,Boeing,E75,No,1.0,Reciprocating,,1.0,0.0,1.0,0.0,VMC,,The pilot's failure to maintain airspeed while maneuvering which resulted in an inadvertent stall/spin. Contributing to the accident was the high density altitude.,2009,Boeing-E75,2.0,50.0,0.0,50.0
60599,66916,Accident,2009-08-04,"Louisville, KY",United States,Non-Fatal,Minor,Airplane,Bombardier,Cl6002B19,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,25.0,IMC,,an inadvertent encounter with convective turbulence.,2009,Bombardier-Cl6002B19,27.0,0.0,3.7037037037037033,96.29629629629628
60634,66962,Accident,2009-08-10,"Salina, KS",United States,Non-Fatal,Substantial,Airplane,Boeing,A75L300,No,1.0,Reciprocating,,0.0,0.0,1.0,0.0,VMC,,The pilot's failure to maintain directional control during a touch-and-go.,2009,Boeing-A75L300,1.0,0.0,0.0,100.0
60637,66965,Accident,2009-08-10,"Tokyo, Japan",Japan,Non-Fatal,Substantial,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,153.0,UNK,,,2009,Boeing-737,153.0,0.0,0.0,100.0
60692,67027,Incident,2009-08-21,"Launceton, Tasmania, Australia",Australia,Non-Fatal,,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,2.0,UNK,,,2009,Boeing-737,2.0,0.0,0.0,100.0
60726,67068,Accident,2009-08-27,"Inverness, FL",United States,Non-Fatal,,Airplane,Boeing,717200,No,2.0,Turbo Jet,SCHD,0.0,0.0,1.0,85.0,IMC,,"The flight crew's encounter with convective turbulence. Contributing to the accident was the failure of the operator's dispatch department to provide the flightcrew with current adverse weather information along the planned route of flight. Also contributing was the failure of the flightcrew to provide relevant forecast information to the cabin crew, and their failure to detect and avoid the existing convective conditions.",2009,Boeing-717200,86.0,0.0,0.0,100.0
60793,67151,Incident,2009-09-08,"Los Angeles, CA",United States,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,142.0,VMC,,The failure of the right main landing gear inboard axle due to fatigue cracking as a result of fretting damage in one of the brake mounting bolt holes.,2009,Boeing-737,142.0,0.0,0.0,100.0
60834,67201,Incident,2009-09-18,"Newark, NJ",United States,Non-Fatal,Minor,Airplane,Boeing,767,No,2.0,,SCHD,0.0,0.0,0.0,235.0,VMC,,Failure of Main Landing Gear (MLG) truck beam was due to contamination of the inner surface corrosion protective layers from hydraulic fluid and deice fluid that resulted in corrosion and intergranular stress corrosion cracking.,2009,Boeing-767,235.0,0.0,0.0,100.0
60858,67230,Incident,2009-09-24,"Bologna, Italy",Italy,Non-Fatal,,,Boeing,737,No,2.0,,NSCH,0.0,0.0,0.0,2.0,UNK,,,2009,Boeing-737,2.0,0.0,0.0,100.0
60876,67250,Accident,2009-09-27,"Vineyard Haven, MA",United States,Non-Fatal,Substantial,Airplane,Bombardier,Cl6002B16,No,2.0,Turbo Fan,,0.0,0.0,0.0,4.0,IMC,,"The pilot's improper flare while landing in gusting wind, which resulted in a hard landing.",2009,Bombardier-Cl6002B16,4.0,0.0,0.0,100.0
60887,67261,Incident,2009-09-29,"Birgi, Trapani, Sicily, Italy, Italy",Italy,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,171.0,UNK,,,2009,Boeing-737,171.0,0.0,0.0,100.0
60896,67271,Incident,2009-10-02,"Kuching, Malaysia",Malaysia,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,149.0,UNK,,,2009,Boeing-737,149.0,0.0,0.0,100.0
60912,67292,Accident,2009-10-05,"Unknown, Argentina",Argentina,Non-Fatal,,Airplane,Boeing,7673P6,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,231.0,VMC,,"An inadvertent encounter with turbulence, which resulted in an injury to a flight cabin attendant.",2009,Boeing-7673P6,232.0,0.0,0.0,100.0
60961,67346,Incident,2009-10-19,"Atlanta Hartsfield Intl. Apt. (KATL), GA",United States,Non-Fatal,,Airplane,Boeing,767,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,194.0,VMC,,"The flight crew’s failure to identify the correct landing surface due to fatigue. Contributing to the cause of the incident were (1) the flight crew’s decision to accept a late runway change, (2) the unavailability of the approach light system and the instrument landing system for the runway of intended landing, and (3) the combination of numerous taxiway signs and intermixing of light technologies on the taxiway.",2009,Boeing-767,194.0,0.0,0.0,100.0
60964,67349,Incident,2009-10-19,"Manchester, United Kingdom",United Kingdom,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,102.0,UNK,,,2009,Boeing-737,102.0,0.0,0.0,100.0
60972,67359,Accident,2009-10-21,"Sharjah, Turks And Caicos",Turks And Caicos,Fatal,Destroyed,Airplane,Boeing,707,No,,,NSCH,6.0,0.0,0.0,0.0,UNK,,,2009,Boeing-707,6.0,100.0,0.0,0.0
60977,67364,Incident,2009-10-22,"Budapest, Hungary",Hungary,Non-Fatal,,,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,6.0,UNK,,,2009,Boeing-737,6.0,0.0,0.0,100.0
60994,67382,Accident,2009-10-26,"Pleasant Grove, NC",United States,Non-Fatal,,Airplane,Boeing,717200,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,120.0,VMC,,"The captain's excessive maneuver in response to a traffic alert and collision avoidance system (TCAS) alert, which resulted in a serious injury to a flight attendant. Contributing to the accident was the operator's inadequate TCAS training and guidance.",2009,Boeing-717200,122.0,0.0,0.819672131147541,99.18032786885244
61000,67388,Accident,2009-10-27,"Atlanta, GA",United States,Non-Fatal,,Airplane,Boeing,767432Er,No,2.0,Turbo Jet,SCHD,0.0,0.0,1.0,11.0,IMC,,Unforecasted turbulence resulting in a flight attendant being injured.,2009,Boeing-767432Er,12.0,0.0,0.0,100.0
61008,67399,Incident,2009-10-30,"Jakarta, Indonesia",Indonesia,Non-Fatal,Minor,,Boeing,737,No,,,SCHD,0.0,0.0,0.0,56.0,UNK,,,2009,Boeing-737,56.0,0.0,0.0,100.0
61077,67478,Accident,2009-11-19,"New Market, WV",United States,Non-Fatal,,Airplane,Boeing,777200,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,198.0,IMC,,The flight crew’s inadvertent encounter with a small area of cumulous clouds at night that resulted in moderate to severe convectively induced turbulence.,2009,Boeing-777200,200.0,0.0,0.5,99.5
61083,67484,Accident,2009-11-21,"Deer Valley, AZ",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1,No,1.0,Reciprocating,,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain directional control.,2009,Boeing-A75N1,1.0,0.0,100.0,0.0
61089,67491,Accident,2009-11-22,"St. Louis, MO",United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,A loss of engine power for undetermined reasons.,2009,Boeing-B75N1,2.0,0.0,0.0,100.0
61140,67550,Incident,2009-12-14,"Charlotte, NC",United States,Non-Fatal,Minor,Airplane,Boeing,Md,No,2.0,,SCHD,0.0,0.0,0.0,115.0,IMC,,"The Captain's failure to initiate a go-around from a Category III approach when satisfactory tracking performance was not maintained below the required altitude resulting in excessive bank angle maneuvers at low altitude.
 
Factors contributing to the incident were:  The Captain's decision to execute a Category III autoland approach on a runway without rollout guidance contrary to company Flight Manual guidance, the Captain's decision to deviate from the Category III approach and continue it manually contrary to the company Operating Manual, and the First Officer's failure to call for a go-around when the approach became unstable.",2009,Boeing-Md,115.0,0.0,0.0,100.0
61147,67557,Accident,2009-12-17,"Manaus, Brazil",Brazil,Non-Fatal,Minor,,Boeing,727,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,3.0,UNK,,,2009,Boeing-727,3.0,0.0,0.0,100.0
61152,67563,Accident,2009-12-18,"Dallas, TX",United States,Non-Fatal,Substantial,Airplane,Bombardier,Cl600 2C10,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,3.0,VMC,,"The fueler's falling asleep in the fueling truck with the truck in neutral and without the parking brake set, which allowed the truck to roll until it impacted the airplane.",2009,Bombardier-Cl600 2C10,4.0,0.0,25.0,75.0
61183,67600,Incident,2010-01-04,"Hahn, Germany",Germany,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,,SCHD,0.0,5.0,0.0,148.0,UNK,,,2010,Boeing-737,153.0,0.0,3.2679738562091507,96.73202614379083
61229,67653,Incident,2010-01-19,"Charleston, WV",United States,Non-Fatal,Minor,Airplane,Bombardier,Cl600,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,34.0,VMC,,"(1) The flight crewmembers’ unprofessional behavior, including their nonadherence to sterile cockpit procedures by engaging in nonpertinent conversation, which distracted them from their primary flight-related duties and led to their failure to correctly set and verify the flaps; (2) the captain’s decision to reconfigure the flaps during the takeoff roll instead of rejecting the takeoff when he first identified the misconfiguration, which resulted in the rejected takeoff beginning when the airplane was about 13 knots above the takeoff decision speed and the subsequent runway overrun; and (3) the flight crewmembers’ lack of checklist discipline, which contributed to their failure to detect the incorrect flap setting before initiating the takeoff roll. Contributing to the survivability of this incident was the presence of an engineered materials arresting system beyond the runway end.",2010,Bombardier-Cl600,34.0,0.0,0.0,100.0
61230,67654,Incident,2010-01-19,"Padang, Indonesia",Indonesia,Non-Fatal,Substantial,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,209.0,UNK,,,2010,Boeing-737,209.0,0.0,0.0,100.0
61233,67658,Accident,2010-01-21,"Luxembourg, Luxembourg",Luxembourg,Non-Fatal,Minor,Airplane,Boeing,747,No,4.0,,NSCH,0.0,0.0,0.0,3.0,UNK,,,2010,Boeing-747,3.0,0.0,0.0,100.0
61243,67668,Accident,2010-01-25,"Beirut, Lebanon",Lebanon,Fatal,Destroyed,Airplane,Boeing,737,No,2.0,,SCHD,90.0,0.0,0.0,0.0,IMC,,,2010,Boeing-737,90.0,100.0,0.0,0.0
61291,67722,Accident,2010-02-13,"Santa Clarita, CA",United States,Non-Fatal,,Airplane,Boeing,7377H4,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,83.0,VMC,,"The pilot’s abrupt airplane pitch change maneuver. Contributing to the accident was the flight crew’s failure to maintain the heading specified by the air traffic controller, which would have avoided the near collision course with an unidentified airplane that triggered the traffic alert and collision avoidance system resolution advisory.",2010,Boeing-7377H4,85.0,0.0,1.1764705882352942,98.82352941176471
61292,67723,Incident,2010-02-13,"SURABAYA, Indonesia",Indonesia,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,125.0,UNK,,<br /><br />,2010,Boeing-737,125.0,0.0,0.0,100.0
61311,67743,Accident,2010-02-19,"Anchorage, AK",United States,Non-Fatal,Minor,Airplane,Boeing,747,No,4.0,Turbo Fan,SCHD,0.0,25.0,1.0,236.0,UNK,,an inadvertent encounter with clear air turbulence.,2010,Boeing-747,262.0,0.0,9.541984732824428,90.45801526717555
61317,67750,Incident,2010-02-21,"Torino, Italy",Italy,Non-Fatal,,,Boeing,727,No,3.0,,SCHD,0.0,0.0,0.0,239.0,UNK,,,2010,Boeing-727,239.0,0.0,0.0,100.0
61328,67763,Accident,2010-02-24,"Wheeling, IL",United States,Non-Fatal,Substantial,Airplane,Bombardier,Bd1001A10,No,2.0,Turbo Fan,,0.0,0.0,0.0,2.0,VMC,,The deicing vehicle operator's not adhering to company procedures and not maintaining clearance between the vehicle's boom and the airplane's empennage during the airplane's deicing operation.,2010,Bombardier-Bd1001A10,2.0,0.0,0.0,100.0
61344,67783,Incident,2010-03-01,"Brussels, Belgium",Belgium,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,146.0,UNK,,<br /><br />,2010,Boeing-737,146.0,0.0,0.0,100.0
61350,67792,Accident,2010-03-04,"Taipai, Taiwan (Province of China)",Taiwan,Non-Fatal,Substantial,Airplane,Boeing,747,No,4.0,,SCHD,0.0,0.0,0.0,3.0,UNK,,,2010,Boeing-747,3.0,0.0,0.0,100.0
61433,67894,Incident,2010-03-24,"Moncton, Canada",Canada,Non-Fatal,,Airplane,Boeing,727  200F,No,,,SCHD,0.0,0.0,0.0,3.0,UNK,,,2010,Boeing-727  200F,3.0,0.0,0.0,100.0
61443,67907,Incident,2010-03-27,"San Francisco, CA",United States,Non-Fatal,,Airplane,Boeing,777222,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,268.0,UNK,,The local controller's issuance of a takeoff clearance to the Boeing 777 without ensuring that approved separation would exist with the Cessna 182. Contributing to the incident were tower procedures that permitted transitioning aircraft to cross the runway 28 departure corridor at low altitude while runways 28L/R were in use.,2010,Boeing-777222,268.0,0.0,0.0,100.0
61485,67957,Accident,2010-04-06,"Bradley, IL",United States,Non-Fatal,,Airplane,Saab_Scania,Saab 340B,No,2.0,Turbo Prop,SCHD,0.0,0.0,1.0,30.0,IMC,,The flightcrew's encounter with convectively induced turbulence associated with a convective cloud during the flight.,2010,Saab_Scania-Saab 340B,31.0,0.0,0.0,100.0
61495,67970,Accident,2010-04-08,"Paris, France",France,Non-Fatal,Substantial,Airplane,Boeing,747,No,4.0,,SCHD,0.0,0.0,0.0,326.0,UNK,,,2010,Boeing-747,326.0,0.0,0.0,100.0
61501,67977,Accident,2010-04-10,"Los Angeles, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,7373H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,109.0,VMC,,"The tug operator’s failure to comply with company procedures when parking an unoccupied baggage tug, and the failure of the tug’s seat switch to disengage the electric motor when weight was removed from the driver’s seat.",2010,Boeing-7373H4,109.0,0.0,0.0,100.0
61516,67993,Incident,2010-04-13,"Keflavik, Iceland",Iceland,Non-Fatal,,Airplane,Boeing,767323,No,2.0,Turbo Fan,SCHD,0.0,5.0,0.0,140.0,UNK,,,2010,Boeing-767323,145.0,0.0,3.4482758620689653,96.55172413793105
61528,68013,Incident,2010-04-18,"Kansas City, MO",United States,Non-Fatal,,Airplane,Bombardier,Cl6002C10,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,70.0,VMC,,The malfunction of the airplane’s aileron control system due to ice accumulation.,2010,Bombardier-Cl6002C10,70.0,0.0,0.0,100.0
61547,68036,Incident,2010-04-24,"Riyadh, Saudi Arabia",Saudi Arabia,Non-Fatal,Minor,Airplane,Boeing,737300,No,2.0,Turbo Fan,,0.0,0.0,0.0,9.0,UNK,,,2010,Boeing-737300,9.0,0.0,0.0,100.0
61568,68058,Incident,2010-04-28,"Houston, TX",United States,Non-Fatal,,Airplane,Boeing,7377H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,140.0,VMC,,The failure of the local controller to issue control instructions necessary to ensure positive control/standard separation of traffic operating within the Class B airspace.,2010,Boeing-7377H4,140.0,0.0,0.0,100.0
61575,68067,Accident,2010-04-30,"Fort Dodge, IA",United States,Non-Fatal,,Airplane,Boeing,767,No,2.0,Turbo Fan,SCHD,0.0,5.0,1.0,172.0,UNK,,The flight crew's inadequate separation from convective activity that resulted in serious injury to an unrestrained flight attendant.,2010,Boeing-767,178.0,0.0,2.808988764044944,97.19101123595507
61589,68081,Incident,2010-05-04,"Seoul, South Korea",South Korea,Non-Fatal,Minor,Airplane,Boeing,747300 Series,No,4.0,Turbo Jet,NSCH,0.0,0.0,0.0,3.0,VMC,,,2010,Boeing-747300 Series,3.0,0.0,0.0,100.0
61600,68095,Incident,2010-05-07,"Sydney, Australia",Australia,Non-Fatal,Minor,Airplane,Boeing,747422,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,246.0,VMC,,,2010,Boeing-747422,246.0,0.0,0.0,100.0
61637,68142,Incident,2010-05-17,"Chantilly, VA",United States,Non-Fatal,Minor,Airplane,Boeing,757,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,112.0,UNK,,"The ignition of the J5 power terminal located on the captain’s No. 1 windshield due to a loose electrical connection between the terminal connector lug and its respective terminal block. The loose connection resulted from a missing lock washer that allowed the resistance in the electrical path to increase sufficiently to generate high enough temperatures to ignite the terminal block.

Contributing to the probable cause was the lack of instructions to ensure the lock washer was installed in the J5 power terminal block in the Boeing 757 aircraft maintenance manual (AMM). 

Additionally, contributing to the incident was the deferral of the related maintenance write-up before the incident, which resulted from information in the United Airlines AMM that stated, “When bus bar(s) show signs of blackening or burning, the condition is acceptable for continued service, although the window must be replaced within 50 flight-hours.",2010,Boeing-757,112.0,0.0,0.0,100.0
61640,68146,Accident,2010-05-17,"Miami, FL",United States,Non-Fatal,Substantial,Airplane,Boeing,747,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,3.0,VMC,,impact of the fore flap with the aft fuselage after fatigue failure of the right wing fore flap carriage assembly attachment fitting at position 6.,2010,Boeing-747,3.0,0.0,0.0,100.0
